Date,ADS_Index
2013:06:12,-0.204104
2013:06:13,-0.215046
2013:06:14,-0.225338
2013:06:15,-0.234984
2013:06:16,-0.243986
2013:06:17,-0.25333
2013:06:18,-0.263018
2013:06:19,-0.273052
2013:06:20,-0.283437
2013:06:21,-0.294175
2013:06:22,-0.30527
2013:06:23,-0.316725
2013:06:24,-0.328607
2013:06:25,-0.34092
2013:06:26,-0.353668
2013:06:27,-0.366855
2013:06:28,-0.380484
2013:06:29,-0.394561
2013:06:30,-0.409089
2013:07:01,-0.423281
2013:07:02,-0.435615
2013:07:03,-0.446094
2013:07:04,-0.454724
2013:07:05,-0.461505
2013:07:06,-0.466441
2013:07:07,-0.469532
2013:07:08,-0.471583
2013:07:09,-0.472592
2013:07:10,-0.472562
2013:07:11,-0.471491
2013:07:12,-0.469379
2013:07:13,-0.466226
2013:07:14,-0.462031
2013:07:15,-0.455984
2013:07:16,-0.448083
2013:07:17,-0.438325
2013:07:18,-0.426709
2013:07:19,-0.413229
2013:07:20,-0.397882
2013:07:21,-0.380663
2013:07:22,-0.362984
2013:07:23,-0.344839
2013:07:24,-0.326223
2013:07:25,-0.307129
2013:07:26,-0.287552
2013:07:27,-0.267486
2013:07:28,-0.246924
2013:07:29,-0.224694
2013:07:30,-0.20079
2013:07:31,-0.175203
2013:08:01,-0.147927
2013:08:02,-0.121243
2013:08:03,-0.0951433
2013:08:04,-0.06962
2013:08:05,-0.0454052
2013:08:06,-0.022491
2013:08:07,-0.000870449
2013:08:08,0.0194634
2013:08:09,0.0385168
2013:08:10,0.0562959
2013:08:11,0.0728062
2013:08:12,0.0891819
2013:08:13,0.105428
2013:08:14,0.12155
2013:08:15,0.137552
2013:08:16,0.15344
2013:08:17,0.169219
2013:08:18,0.184893
2013:08:19,0.19973
2013:08:20,0.213735
2013:08:21,0.226912
2013:08:22,0.239265
2013:08:23,0.250797
2013:08:24,0.261514
2013:08:25,0.271417
2013:08:26,0.280198
2013:08:27,0.287858
2013:08:28,0.294399
2013:08:29,0.299825
2013:08:30,0.304137
2013:08:31,0.307336
2013:09:01,0.309423
2013:09:02,0.309742
2013:09:03,0.308293
2013:09:04,0.305075
2013:09:05,0.300088
2013:09:06,0.29333
2013:09:07,0.284798
2013:09:08,0.274491
2013:09:09,0.264533
2013:09:10,0.25492
2013:09:11,0.245651
2013:09:12,0.236722
2013:09:13,0.22813
2013:09:14,0.219872
2013:09:15,0.211946
2013:09:16,0.202927
2013:09:17,0.19281
2013:09:18,0.181594
2013:09:19,0.169275
2013:09:20,0.155848
2013:09:21,0.14131
2013:09:22,0.125656
2013:09:23,0.109489
2013:09:24,0.0928023
2013:09:25,0.0755921
2013:09:26,0.0578526
2013:09:27,0.0395782
2013:09:28,0.0207632
2013:09:29,0.00140159
2013:09:30,-0.0165324
2013:10:01,-0.0330444
2013:10:02,-0.0464203
2013:10:03,-0.0566644
2013:10:04,-0.0637798
2013:10:05,-0.0677688
2013:10:06,-0.0686327
2013:10:07,-0.0685226
2013:10:08,-0.0674384
2013:10:09,-0.0653799
2013:10:10,-0.0623465
2013:10:11,-0.0583371
2013:10:12,-0.0533504
2013:10:13,-0.047385
2013:10:14,-0.0412026
2013:10:15,-0.0348011
2013:10:16,-0.0281786
2013:10:17,-0.021333
2013:10:18,-0.0142621
2013:10:19,-0.00696379
2013:10:20,0.00056432
2013:10:21,0.00889625
2013:10:22,0.0180346
2013:10:23,0.0279823
2013:10:24,0.0387424
2013:10:25,0.0503183
2013:10:26,0.0627136
2013:10:27,0.0759324
2013:10:28,0.0899395
2013:10:29,0.104739
2013:10:30,0.120337
2013:10:31,0.136737
2013:11:01,0.153944
2013:11:02,0.169798
2013:11:03,0.184302
2013:11:04,0.197603
2013:11:05,0.209705
2013:11:06,0.22061
2013:11:07,0.230324
2013:11:08,0.238849
2013:11:09,0.246187
2013:11:10,0.252342
2013:11:11,0.257
2013:11:12,0.260163
2013:11:13,0.261833
2013:11:14,0.26201
2013:11:15,0.260694
2013:11:16,0.257885
2013:11:17,0.253581
2013:11:18,0.247495
2013:11:19,0.239623
2013:11:20,0.229965
2013:11:21,0.218516
2013:11:22,0.205274
2013:11:23,0.190233
2013:11:24,0.17339
2013:11:25,0.155201
2013:11:26,0.135661
2013:11:27,0.114764
2013:11:28,0.0925027
2013:11:29,0.0688708
2013:11:30,0.0438606
2013:12:01,0.0174643
2013:12:02,-0.00703836
2013:12:03,-0.029655
2013:12:04,-0.0503928
2013:12:05,-0.0692583
2013:12:06,-0.0862573
2013:12:07,-0.101395
2013:12:08,-0.114677
2013:12:09,-0.127509
2013:12:10,-0.139895
2013:12:11,-0.151839
2013:12:12,-0.163346
2013:12:13,-0.174417
2013:12:14,-0.185058
2013:12:15,-0.195272
2013:12:16,-0.206865
2013:12:17,-0.219842
2013:12:18,-0.234207
2013:12:19,-0.249964
2013:12:20,-0.267118
2013:12:21,-0.285675
2013:12:22,-0.30564
2013:12:23,-0.325812
2013:12:24,-0.346196
2013:12:25,-0.366799
2013:12:26,-0.387627
2013:12:27,-0.408688
2013:12:28,-0.429986
2013:12:29,-0.451531
2013:12:30,-0.47371
2013:12:31,-0.496531
2014:01:01,-0.520001
2014:01:02,-0.542007
2014:01:03,-0.562554
2014:01:04,-0.58165
2014:01:05,-0.599301
2014:01:06,-0.615269
2014:01:07,-0.62956
2014:01:08,-0.642177
2014:01:09,-0.653126
2014:01:10,-0.662408
2014:01:11,-0.670029
2014:01:12,-0.675989
2014:01:13,-0.679713
2014:01:14,-0.681202
2014:01:15,-0.680458
2014:01:16,-0.677479
2014:01:17,-0.672264
2014:01:18,-0.664813
2014:01:19,-0.655123
2014:01:20,-0.642989
2014:01:21,-0.628407
2014:01:22,-0.611373
2014:01:23,-0.591882
2014:01:24,-0.569927
2014:01:25,-0.545501
2014:01:26,-0.518597
2014:01:27,-0.490161
2014:01:28,-0.460182
2014:01:29,-0.428653
2014:01:30,-0.395563
2014:01:31,-0.360901
2014:02:01,-0.324657
2014:02:02,-0.289543
2014:02:03,-0.254852
2014:02:04,-0.220573
2014:02:05,-0.186697
2014:02:06,-0.153211
2014:02:07,-0.120106
2014:02:08,-0.0873704
2014:02:09,-0.054995
2014:02:10,-0.0234304
2014:02:11,0.00733341
2014:02:12,0.0373061
2014:02:13,0.0664971
2014:02:14,0.0949155
2014:02:15,0.12257
2014:02:16,0.14947
2014:02:17,0.176274
2014:02:18,0.202989
2014:02:19,0.229624
2014:02:20,0.256189
2014:02:21,0.28269
2014:02:22,0.309136
2014:02:23,0.335537
2014:02:24,0.360532
2014:02:25,0.384131
2014:02:26,0.40634
2014:02:27,0.427166
2014:02:28,0.446617
2014:03:01,0.464697
2014:03:02,0.480628
2014:03:03,0.495527
2014:03:04,0.509401
2014:03:05,0.522254
2014:03:06,0.534089
2014:03:07,0.54491
2014:03:08,0.55472
2014:03:09,0.563524
2014:03:10,0.571153
2014:03:11,0.577611
2014:03:12,0.5829
2014:03:13,0.587022
2014:03:14,0.589977
2014:03:15,0.591767
2014:03:16,0.592391
2014:03:17,0.591534
2014:03:18,0.589195
2014:03:19,0.585372
2014:03:20,0.580065
2014:03:21,0.573273
2014:03:22,0.564992
2014:03:23,0.555221
2014:03:24,0.545068
2014:03:25,0.534528
2014:03:26,0.5236
2014:03:27,0.51228
2014:03:28,0.500564
2014:03:29,0.488448
2014:03:30,0.475929
2014:03:31,0.461387
2014:04:01,0.444817
2014:04:02,0.427998
2014:04:03,0.410923
2014:04:04,0.393588
2014:04:05,0.375987
2014:04:06,0.358114
2014:04:07,0.340646
2014:04:08,0.323578
2014:04:09,0.306905
2014:04:10,0.290621
2014:04:11,0.274721
2014:04:12,0.259199
2014:04:13,0.244052
2014:04:14,0.230253
2014:04:15,0.217795
2014:04:16,0.206677
2014:04:17,0.196894
2014:04:18,0.188443
2014:04:19,0.181322
2014:04:20,0.175528
2014:04:21,0.171035
2014:04:22,0.167841
2014:04:23,0.165946
2014:04:24,0.165348
2014:04:25,0.166048
2014:04:26,0.168045
2014:04:27,0.171341
2014:04:28,0.174245
2014:04:29,0.176758
2014:04:30,0.17888
2014:05:01,0.180613
2014:05:02,0.181745
2014:05:03,0.182276
2014:05:04,0.182207
2014:05:05,0.181421
2014:05:06,0.179916
2014:05:07,0.177693
2014:05:08,0.174751
2014:05:09,0.171089
2014:05:10,0.166706
2014:05:11,0.1616
2014:05:12,0.157681
2014:05:13,0.154947
2014:05:14,0.153397
2014:05:15,0.153031
2014:05:16,0.153849
2014:05:17,0.155851
2014:05:18,0.159037
2014:05:19,0.161631
2014:05:20,0.163634
2014:05:21,0.165046
2014:05:22,0.165867
2014:05:23,0.166098
2014:05:24,0.16574
2014:05:25,0.16479
2014:05:26,0.1644
2014:05:27,0.164569
2014:05:28,0.165297
2014:05:29,0.166583
2014:05:30,0.16843
2014:05:31,0.170836
2014:06:01,0.173803
2014:06:02,0.176874
2014:06:03,0.180049
2014:06:04,0.183329
2014:06:05,0.186715
2014:06:06,0.190209
2014:06:07,0.193812
2014:06:08,0.197524
2014:06:09,0.200995
2014:06:10,0.204226
2014:06:11,0.207219
2014:06:12,0.209973
2014:06:13,0.21249
2014:06:14,0.214771
2014:06:15,0.216816
2014:06:16,0.218805
2014:06:17,0.220738
2014:06:18,0.222617
2014:06:19,0.22444
2014:06:20,0.22621
2014:06:21,0.227927
2014:06:22,0.22959
2014:06:23,0.230843
2014:06:24,0.231684
2014:06:25,0.232115
2014:06:26,0.232135
2014:06:27,0.231745
2014:06:28,0.230945
2014:06:29,0.229733
2014:06:30,0.228145
2014:07:01,0.22618
2014:07:02,0.223774
2014:07:03,0.220925
2014:07:04,0.217634
2014:07:05,0.213899
2014:07:06,0.209719
2014:07:07,0.205624
2014:07:08,0.201611
2014:07:09,0.197681
2014:07:10,0.193832
2014:07:11,0.190062
2014:07:12,0.186371
2014:07:13,0.182756
2014:07:14,0.178319
2014:07:15,0.173056
2014:07:16,0.166967
2014:07:17,0.16005
2014:07:18,0.152301
2014:07:19,0.14372
2014:07:20,0.134303
2014:07:21,0.125061
2014:07:22,0.11599
2014:07:23,0.107087
2014:07:24,0.098351
2014:07:25,0.0897776
2014:07:26,0.0813646
2014:07:27,0.0731094
2014:07:28,0.0642455
2014:07:29,0.05477
2014:07:30,0.0446801
2014:07:31,0.0339724
2014:08:01,0.0226437
2014:08:02,0.0115911
2014:08:03,0.000811255
2014:08:04,-0.00872426
2014:08:05,-0.0170184
2014:08:06,-0.0240738
2014:08:07,-0.0298926
2014:08:08,-0.0344767
2014:08:09,-0.0378276
2014:08:10,-0.0399462
2014:08:11,-0.0417208
2014:08:12,-0.043152
2014:08:13,-0.0442401
2014:08:14,-0.0449856
2014:08:15,-0.0453886
2014:08:16,-0.0454493
2014:08:17,-0.0451678
2014:08:18,-0.044416
2014:08:19,-0.0431937
2014:08:20,-0.0415005
2014:08:21,-0.039336
2014:08:22,-0.0366993
2014:08:23,-0.0335898
2014:08:24,-0.0300064
2014:08:25,-0.0256775
2014:08:26,-0.0206018
2014:08:27,-0.0147777
2014:08:28,-0.00820332
2014:08:29,-0.000876652
2014:08:30,0.00720463
2014:08:31,0.0160431
2014:09:01,0.0256977
2014:09:02,0.0349996
2014:09:03,0.0439518
2014:09:04,0.052557
2014:09:05,0.0608179
2014:09:06,0.0687372
2014:09:07,0.0763174
2014:09:08,0.0825326
2014:09:09,0.0873848
2014:09:10,0.0908757
2014:09:11,0.0930061
2014:09:12,0.0937769
2014:09:13,0.0931883
2014:09:14,0.09124
2014:09:15,0.0890802
2014:09:16,0.086708
2014:09:17,0.0841228
2014:09:18,0.0813237
2014:09:19,0.0783099
2014:09:20,0.0750804
2014:09:21,0.0716341
2014:09:22,0.0674339
2014:09:23,0.0624782
2014:09:24,0.0567655
2014:09:25,0.0502941
2014:09:26,0.0430619
2014:09:27,0.0350666
2014:09:28,0.0263057
2014:09:29,0.0171242
2014:09:30,0.00751919
2014:10:01,-0.00251243
2014:10:02,-0.0115218
2014:10:03,-0.0195117
2014:10:04,-0.0264847
2014:10:05,-0.032443
2014:10:06,-0.0380679
2014:10:07,-0.0433612
2014:10:08,-0.0483244
2014:10:09,-0.0529593
2014:10:10,-0.0572671
2014:10:11,-0.0612494
2014:10:12,-0.0649073
2014:10:13,-0.0673116
2014:10:14,-0.068463
2014:10:15,-0.068362
2014:10:16,-0.0670084
2014:10:17,-0.0644019
2014:10:18,-0.0605416
2014:10:19,-0.0554264
2014:10:20,-0.0493998
2014:10:21,-0.04246
2014:10:22,-0.0346048
2014:10:23,-0.0258317
2014:10:24,-0.0161379
2014:10:25,-0.00552042
2014:10:26,0.00602407
2014:10:27,0.017968
2014:10:28,0.0303151
2014:10:29,0.0430692
2014:10:30,0.0562344
2014:10:31,0.0698148
2014:11:01,0.0838146
2014:11:02,0.0964395
2014:11:03,0.108683
2014:11:04,0.12055
2014:11:05,0.132044
2014:11:06,0.143167
2014:11:07,0.153924
2014:11:08,0.164319
2014:11:09,0.174354
2014:11:10,0.183649
2014:11:11,0.192206
2014:11:12,0.20003
2014:11:13,0.207122
2014:11:14,0.213483
2014:11:15,0.219118
2014:11:16,0.224026
2014:11:17,0.228579
2014:11:18,0.232778
2014:11:19,0.236624
2014:11:20,0.240118
2014:11:21,0.243262
2014:11:22,0.246056
2014:11:23,0.248501
2014:11:24,0.24962
2014:11:25,0.249411
2014:11:26,0.247876
2014:11:27,0.245013
2014:11:28,0.240822
2014:11:29,0.235301
2014:11:30,0.228448
2014:12:01,0.220783
2014:12:02,0.212894
2014:12:03,0.204779
2014:12:04,0.196434
2014:12:05,0.187857
2014:12:06,0.179046
2014:12:07,0.169997
2014:12:08,0.160474
2014:12:09,0.150474
2014:12:10,0.139994
2014:12:11,0.12903
2014:12:12,0.117579
2014:12:13,0.105637
2014:12:14,0.0932015
2014:12:15,0.0800234
2014:12:16,0.0660993
2014:12:17,0.0514246
2014:12:18,0.0359947
2014:12:19,0.0198049
2014:12:20,0.00284997
2014:12:21,-0.0148754
2014:12:22,-0.0325464
2014:12:23,-0.0501686
2014:12:24,-0.0677475
2014:12:25,-0.0852888
2014:12:26,-0.102798
2014:12:27,-0.12028
2014:12:28,-0.137741
2014:12:29,-0.15519
2014:12:30,-0.172631
2014:12:31,-0.190071
2015:01:01,-0.207515
2015:01:02,-0.224145
2015:01:03,-0.239966
2015:01:04,-0.254984
2015:01:05,-0.269159
2015:01:06,-0.282496
2015:01:07,-0.294998
2015:01:08,-0.30667
2015:01:09,-0.317514
2015:01:10,-0.327536
2015:01:11,-0.336737
2015:01:12,-0.345839
2015:01:13,-0.354845
2015:01:14,-0.363757
2015:01:15,-0.372579
2015:01:16,-0.381313
2015:01:17,-0.389961
2015:01:18,-0.398527
2015:01:19,-0.408431
2015:01:20,-0.419676
2015:01:21,-0.432265
2015:01:22,-0.446203
2015:01:23,-0.461493
2015:01:24,-0.478141
2015:01:25,-0.496152
2015:01:26,-0.513018
2015:01:27,-0.528746
2015:01:28,-0.543341
2015:01:29,-0.556806
2015:01:30,-0.569146
2015:01:31,-0.580366
2015:02:01,-0.590468
2015:02:02,-0.599455
2015:02:03,-0.607329
2015:02:04,-0.614094
2015:02:05,-0.619751
2015:02:06,-0.624302
2015:02:07,-0.627748
2015:02:08,-0.630091
2015:02:09,-0.632667
2015:02:10,-0.635477
2015:02:11,-0.638522
2015:02:12,-0.641803
2015:02:13,-0.645321
2015:02:14,-0.649077
2015:02:15,-0.653072
2015:02:16,-0.655836
2015:02:17,-0.65737
2015:02:18,-0.657674
2015:02:19,-0.656749
2015:02:20,-0.654594
2015:02:21,-0.651208
2015:02:22,-0.646591
2015:02:23,-0.641072
2015:02:24,-0.634649
2015:02:25,-0.62732
2015:02:26,-0.619082
2015:02:27,-0.609934
2015:02:28,-0.599873
2015:03:01,-0.588894
2015:03:02,-0.578717
2015:03:03,-0.569339
2015:03:04,-0.560756
2015:03:05,-0.552966
2015:03:06,-0.545966
2015:03:07,-0.539755
2015:03:08,-0.534329
2015:03:09,-0.528766
2015:03:10,-0.523063
2015:03:11,-0.517219
2015:03:12,-0.511232
2015:03:13,-0.5051
2015:03:14,-0.498821
2015:03:15,-0.492393
2015:03:16,-0.485948
2015:03:17,-0.479484
2015:03:18,-0.472999
2015:03:19,-0.466492
2015:03:20,-0.459959
2015:03:21,-0.453399
2015:03:22,-0.446811
2015:03:23,-0.4406
2015:03:24,-0.434765
2015:03:25,-0.429305
2015:03:26,-0.424217
2015:03:27,-0.419501
2015:03:28,-0.415154
2015:03:29,-0.411175
2015:03:30,-0.406313
2015:03:31,-0.400568
2015:04:01,-0.393937
2015:04:02,-0.387425
2015:04:03,-0.38103
2015:04:04,-0.37475
2015:04:05,-0.368583
2015:04:06,-0.362369
2015:04:07,-0.356106
2015:04:08,-0.349792
2015:04:09,-0.343425
2015:04:10,-0.337002
2015:04:11,-0.330523
2015:04:12,-0.323984
2015:04:13,-0.318216
2015:04:14,-0.313217
2015:04:15,-0.308986
2015:04:16,-0.30552
2015:04:17,-0.30282
2015:04:18,-0.300884
2015:04:19,-0.299711
2015:04:20,-0.300345
2015:04:21,-0.302785
2015:04:22,-0.307033
2015:04:23,-0.313089
2015:04:24,-0.320956
2015:04:25,-0.330636
2015:04:26,-0.342131
2015:04:27,-0.354407
2015:04:28,-0.367465
2015:04:29,-0.38131
2015:04:30,-0.395947
2015:05:01,-0.41138
2015:05:02,-0.426408
2015:05:03,-0.441037
2015:05:04,-0.455014
2015:05:05,-0.468344
2015:05:06,-0.481031
2015:05:07,-0.493079
2015:05:08,-0.504491
2015:05:09,-0.515273
2015:05:10,-0.525425
2015:05:11,-0.534912
2015:05:12,-0.543734
2015:05:13,-0.551895
2015:05:14,-0.559398
2015:05:15,-0.566245
2015:05:16,-0.572438
2015:05:17,-0.577979
2015:05:18,-0.582868
2015:05:19,-0.587106
2015:05:20,-0.590695
2015:05:21,-0.593636
2015:05:22,-0.59593
2015:05:23,-0.597577
2015:05:24,-0.598579
2015:05:25,-0.599426
2015:05:26,-0.60012
2015:05:27,-0.60066
2015:05:28,-0.601047
2015:05:29,-0.601281
2015:05:30,-0.601361
2015:05:31,-0.601288
2015:06:01,-0.600663
2015:06:02,-0.599066
2015:06:03,-0.596497
2015:06:04,-0.592954
2015:06:05,-0.588437
2015:06:06,-0.582944
2015:06:07,-0.576474
2015:06:08,-0.569557
2015:06:09,-0.562192
2015:06:10,-0.554375
2015:06:11,-0.546105
2015:06:12,-0.537378
2015:06:13,-0.528193
2015:06:14,-0.518547
2015:06:15,-0.507851
2015:06:16,-0.496102
2015:06:17,-0.483298
2015:06:18,-0.469434
2015:06:19,-0.454505
2015:06:20,-0.438507
2015:06:21,-0.421435
2015:06:22,-0.403353
2015:06:23,-0.384257
2015:06:24,-0.364139
2015:06:25,-0.342994
2015:06:26,-0.320815
2015:06:27,-0.297594
2015:06:28,-0.273326
2015:06:29,-0.2473
2015:06:30,-0.219508
2015:07:01,-0.189941
2015:07:02,-0.161179
2015:07:03,-0.133212
2015:07:04,-0.106033
2015:07:05,-0.0796312
2015:07:06,-0.0550395
2015:07:07,-0.0322497
2015:07:08,-0.0112547
2015:07:09,0.00795219
2015:07:10,0.0253769
2015:07:11,0.041025
2015:07:12,0.0549014
2015:07:13,0.0664252
2015:07:14,0.0756001
2015:07:15,0.082429
2015:07:16,0.0869141
2015:07:17,0.0890566
2015:07:18,0.0888574
2015:07:19,0.0863163
2015:07:20,0.0824889
2015:07:21,0.0773739
2015:07:22,0.0709697
2015:07:23,0.0632744
2015:07:24,0.0542855
2015:07:25,0.0440001
2015:07:26,0.0324151
2015:07:27,0.0193864
2015:07:28,0.00490982
2015:07:29,-0.0110191
2015:07:30,-0.0284054
2015:07:31,-0.0472546
2015:08:01,-0.0675725
2015:08:02,-0.0870322
2015:08:03,-0.105518
2015:08:04,-0.123037
2015:08:05,-0.139593
2015:08:06,-0.155193
2015:08:07,-0.16984
2015:08:08,-0.183539
2015:08:09,-0.196296
2015:08:10,-0.208074
2015:08:11,-0.218877
2015:08:12,-0.228708
2015:08:13,-0.237572
2015:08:14,-0.245469
2015:08:15,-0.252403
2015:08:16,-0.258377
2015:08:17,-0.263842
2015:08:18,-0.2688
2015:08:19,-0.273253
2015:08:20,-0.277203
2015:08:21,-0.28065
2015:08:22,-0.283596
2015:08:23,-0.286041
2015:08:24,-0.287543
2015:08:25,-0.288103
2015:08:26,-0.28772
2015:08:27,-0.286395
2015:08:28,-0.284127
2015:08:29,-0.280915
2015:08:30,-0.276759
2015:08:31,-0.272144
2015:09:01,-0.267069
2015:09:02,-0.262488
2015:09:03,-0.258398
2015:09:04,-0.254798
2015:09:05,-0.251688
2015:09:06,-0.249066
2015:09:07,-0.247073
2015:09:08,-0.245708
2015:09:09,-0.244971
2015:09:10,-0.244862
2015:09:11,-0.245381
2015:09:12,-0.246527
2015:09:13,-0.248301
2015:09:14,-0.250085
2015:09:15,-0.251878
2015:09:16,-0.253682
2015:09:17,-0.255496
2015:09:18,-0.257322
2015:09:19,-0.25916
2015:09:20,-0.261011
2015:09:21,-0.26296
2015:09:22,-0.265008
2015:09:23,-0.267157
2015:09:24,-0.269405
2015:09:25,-0.271755
2015:09:26,-0.274207
2015:09:27,-0.276761
2015:09:28,-0.279779
2015:09:29,-0.283261
2015:09:30,-0.287209
2015:10:01,-0.291624
2015:10:02,-0.296625
2015:10:03,-0.302213
2015:10:04,-0.30839
2015:10:05,-0.315035
2015:10:06,-0.32215
2015:10:07,-0.329737
2015:10:08,-0.337798
2015:10:09,-0.346337
2015:10:10,-0.355354
2015:10:11,-0.364854
2015:10:12,-0.374806
2015:10:13,-0.385212
2015:10:14,-0.396075
2015:10:15,-0.407399
2015:10:16,-0.419188
2015:10:17,-0.431445
2015:10:18,-0.444174
2015:10:19,-0.457347
2015:10:20,-0.470967
2015:10:21,-0.485039
2015:10:22,-0.499567
2015:10:23,-0.514556
2015:10:24,-0.530011
2015:10:25,-0.545935
2015:10:26,-0.561852
2015:10:27,-0.577765
2015:10:28,-0.593681
2015:10:29,-0.609603
2015:10:30,-0.625537
2015:10:31,-0.641487
2015:11:01,-0.65746
2015:11:02,-0.672422
2015:11:03,-0.686379
2015:11:04,-0.699335
2015:11:05,-0.711293
2015:11:06,-0.722259
2015:11:07,-0.732234
2015:11:08,-0.741222
2015:11:09,-0.74946
2015:11:10,-0.756948
2015:11:11,-0.76369
2015:11:12,-0.769688
2015:11:13,-0.774944
2015:11:14,-0.779459
2015:11:15,-0.783235
2015:11:16,-0.786597
2015:11:17,-0.789548
2015:11:18,-0.792088
2015:11:19,-0.794218
2015:11:20,-0.795939
2015:11:21,-0.797251
2015:11:22,-0.798154
2015:11:23,-0.797987
2015:11:24,-0.796748
2015:11:25,-0.794438
2015:11:26,-0.791056
2015:11:27,-0.7866
2015:11:28,-0.78107
2015:11:29,-0.774464
2015:11:30,-0.766271
2015:12:01,-0.756488
2015:12:02,-0.745906
2015:12:03,-0.734521
2015:12:04,-0.72233
2015:12:05,-0.709328
2015:12:06,-0.695512
2015:12:07,-0.682066
2015:12:08,-0.668985
2015:12:09,-0.656267
2015:12:10,-0.643906
2015:12:11,-0.631899
2015:12:12,-0.620242
2015:12:13,-0.608931
2015:12:14,-0.597789
2015:12:15,-0.586811
2015:12:16,-0.575995
2015:12:17,-0.565336
2015:12:18,-0.554832
2015:12:19,-0.544479
2015:12:20,-0.534274
2015:12:21,-0.52313
2015:12:22,-0.511043
2015:12:23,-0.498011
2015:12:24,-0.484028
2015:12:25,-0.46909
2015:12:26,-0.453194
2015:12:27,-0.436333
2015:12:28,-0.419325
2015:12:29,-0.402165
2015:12:30,-0.384849
2015:12:31,-0.367369
2016:01:01,-0.349721
2016:01:02,-0.333138
2016:01:03,-0.317614
2016:01:04,-0.302503
2016:01:05,-0.2878
2016:01:06,-0.273499
2016:01:07,-0.259597
2016:01:08,-0.24609
2016:01:09,-0.232972
2016:01:10,-0.22024
2016:01:11,-0.20809
2016:01:12,-0.196519
2016:01:13,-0.185522
2016:01:14,-0.175096
2016:01:15,-0.165238
2016:01:16,-0.155945
2016:01:17,-0.147214
2016:01:18,-0.140247
2016:01:19,-0.135042
2016:01:20,-0.131598
2016:01:21,-0.129914
2016:01:22,-0.129988
2016:01:23,-0.131822
2016:01:24,-0.135415
2016:01:25,-0.139263
2016:01:26,-0.143366
2016:01:27,-0.147726
2016:01:28,-0.152345
2016:01:29,-0.157223
2016:01:30,-0.162363
2016:01:31,-0.167766
2016:02:01,-0.174731
2016:02:02,-0.182296
2016:02:03,-0.190464
2016:02:04,-0.199237
2016:02:05,-0.208617
2016:02:06,-0.218607
2016:02:07,-0.229211
2016:02:08,-0.239921
2016:02:09,-0.250738
2016:02:10,-0.261668
2016:02:11,-0.272713
2016:02:12,-0.283877
2016:02:13,-0.295162
2016:02:14,-0.306574
2016:02:15,-0.317588
2016:02:16,-0.328207
2016:02:17,-0.338435
2016:02:18,-0.348275
2016:02:19,-0.357731
2016:02:20,-0.366804
2016:02:21,-0.375499
2016:02:22,-0.384221
2016:02:23,-0.392973
2016:02:24,-0.401759
2016:02:25,-0.41058
2016:02:26,-0.41944
2016:02:27,-0.428341
2016:02:28,-0.437287
2016:02:29,-0.446876
2016:03:01,-0.457113
2016:03:02,-0.467274
2016:03:03,-0.477363
2016:03:04,-0.487384
2016:03:05,-0.497339
2016:03:06,-0.507231
2016:03:07,-0.516097
2016:03:08,-0.523939
2016:03:09,-0.530759
2016:03:10,-0.53656
2016:03:11,-0.541343
2016:03:12,-0.54511
2016:03:13,-0.547862
2016:03:14,-0.549909
2016:03:15,-0.55125
2016:03:16,-0.551886
2016:03:17,-0.551818
2016:03:18,-0.551046
2016:03:19,-0.549568
2016:03:20,-0.547385
2016:03:21,-0.544222
2016:03:22,-0.540077
2016:03:23,-0.534949
2016:03:24,-0.528837
2016:03:25,-0.521739
2016:03:26,-0.513652
2016:03:27,-0.504573
2016:03:28,-0.49471
2016:03:29,-0.484058
2016:03:30,-0.472614
2016:03:31,-0.460376
2016:04:01,-0.447338
2016:04:02,-0.435142
2016:04:03,-0.423785
2016:04:04,-0.413793
2016:04:05,-0.405164
2016:04:06,-0.397894
2016:04:07,-0.391981
2016:04:08,-0.387424
2016:04:09,-0.384221
2016:04:10,-0.38237
2016:04:11,-0.381703
2016:04:12,-0.38222
2016:04:13,-0.383919
2016:04:14,-0.386802
2016:04:15,-0.39087
2016:04:16,-0.396124
2016:04:17,-0.402565
2016:04:18,-0.409848
2016:04:19,-0.417975
2016:04:20,-0.426949
2016:04:21,-0.436771
2016:04:22,-0.447446
2016:04:23,-0.458977
2016:04:24,-0.471366
2016:04:25,-0.483859
2016:04:26,-0.496458
2016:04:27,-0.509167
2016:04:28,-0.52199
2016:04:29,-0.534932
2016:04:30,-0.547997
2016:05:01,-0.561188
2016:05:02,-0.572407
2016:05:03,-0.581657
2016:05:04,-0.588942
2016:05:05,-0.594262
2016:05:06,-0.597621
2016:05:07,-0.599019
2016:05:08,-0.598457
2016:05:09,-0.596869
2016:05:10,-0.594254
2016:05:11,-0.590611
2016:05:12,-0.58594
2016:05:13,-0.580239
2016:05:14,-0.573506
2016:05:15,-0.565739
2016:05:16,-0.557032
2016:05:17,-0.547384
2016:05:18,-0.53679
2016:05:19,-0.525248
2016:05:20,-0.512754
2016:05:21,-0.499304
2016:05:22,-0.484894
2016:05:23,-0.469161
2016:05:24,-0.452099
2016:05:25,-0.433705
2016:05:26,-0.413971
2016:05:27,-0.392892
2016:05:28,-0.370461
2016:05:29,-0.346671
2016:05:30,-0.321228
2016:05:31,-0.294124
2016:06:01,-0.265352
2016:06:02,-0.23762
2016:06:03,-0.210922
2016:06:04,-0.185248
2016:06:05,-0.160591
2016:06:06,-0.136647
